timestamp,src_ip,dst_ip,src_port,dst_port,protocol,packet_count,byte_count,flow_duration,suspicious
2024-01-01 04:54:00,192.168.1.87,10.0.0.133,41742,8080,TCP,8,1712,4,0
2024-01-01 04:55:00,192.168.1.229,10.0.0.235,33626,443,ICMP,8,2818,17,0
2024-01-01 04:56:00,192.168.1.224,10.0.0.45,10146,8080,TCP,15,4534,13,0
2024-01-01 04:57:00,192.168.1.225,10.0.0.58,13600,8080,TCP,10,2739,20,0
2024-01-01 04:58:00,192.168.1.129,10.0.0.249,59091,53,TCP,14,3615,61,0
2024-01-01 04:59:00,192.168.1.147,10.0.0.243,28540,443,TCP,17,4900,44,0
2024-01-01 05:00:00,192.168.1.126,10.0.0.31,64783,80,TCP,10,3344,2,0
2024-01-01 05:01:00,192.168.1.130,10.0.0.23,23457,3389,TCP,9,2946,66,1
2024-01-01 05:02:00,192.168.1.53,10.0.0.170,2113,443,TCP,12,3176,19,0
2024-01-01 05:03:00,192.168.1.172,10.0.0.138,38370,8080,TCP,16,4123,40,0
2024-01-01 05:04:00,192.168.1.218,10.0.0.160,10151,80,TCP,7,2329,4,0
2024-01-01 05:05:00,192.168.1.160,10.0.0.107,11511,80,TCP,2,527,33,0
2024-01-01 05:06:00,192.168.1.198,10.0.0.181,1179,445,ICMP,5,1514,8,0
2024-01-01 05:07:00,192.168.1.160,10.0.0.158,59438,8080,UDP,7,2143,17,0
2024-01-01 05:08:00,192.168.1.247,10.0.0.39,2982,445,TCP,7,2209,1,0
2024-01-01 05:09:00,192.168.1.68,10.0.0.159,11717,8080,TCP,5,1714,4,0
2024-01-01 05:10:00,192.168.1.183,10.0.0.82,40136,443,UDP,7,1657,2,0
2024-01-01 05:11:00,192.168.1.203,10.0.0.100,39571,3389,TCP,15,3066,8,1
2024-01-01 05:12:00,192.168.1.184,10.0.0.2,29819,445,UDP,8,2173,3,0
2024-01-01 05:13:00,192.168.1.123,10.0.0.206,56320,443,UDP,9,3510,35,0
2024-01-01 05:14:00,192.168.1.145,10.0.0.77,22471,443,TCP,9,3609,1,0
2024-01-01 05:15:00,192.168.1.38,10.0.0.221,37622,80,TCP,16,6264,28,0
2024-01-01 05:16:00,192.168.1.24,10.0.0.12,42838,443,ICMP,11,3193,4,0
2024-01-01 05:17:00,192.168.1.69,10.0.0.39,26239,8080,TCP,7,1476,87,0
2024-01-01 05:18:00,192.168.1.116,10.0.0.194,60606,443,TCP,6,1097,81,0
2024-01-01 05:19:00,192.168.1.98,10.0.0.224,10818,80,TCP,11,2962,7,0
2024-01-01 05:20:00,192.168.1.198,10.0.0.13,56835,443,TCP,9,2610,28,0
2024-01-01 05:21:00,192.168.1.214,10.0.0.46,34233,80,TCP,11,4015,1,0
2024-01-01 05:22:00,192.168.1.139,10.0.0.155,23448,80,TCP,4,1373,80,0
2024-01-01 05:23:00,192.168.1.240,10.0.0.113,64302,443,ICMP,13,4047,22,0
2024-01-01 05:24:00,192.168.1.144,10.0.0.233,56101,445,TCP,14,3577,1,0
2024-01-01 05:25:00,192.168.1.97,10.0.0.17,48270,443,TCP,5,1259,12,0
2024-01-01 05:26:00,192.168.1.201,10.0.0.104,57534,80,TCP,8,2501,2,0
2024-01-01 05:27:00,192.168.1.124,10.0.0.223,38420,80,TCP,13,4353,14,0
2024-01-01 05:28:00,192.168.1.187,10.0.0.98,7394,3389,TCP,10,3195,33,1
2024-01-01 05:29:00,192.168.1.70,10.0.0.188,10552,443,ICMP,9,2234,19,0
2024-01-01 05:30:00,192.168.1.208,10.0.0.192,29300,53,UDP,6,1995,14,0
2024-01-01 05:31:00,192.168.1.93,10.0.0.88,51124,3389,TCP,3,963,3,1
2024-01-01 05:32:00,192.168.1.3,10.0.0.109,45357,8080,TCP,7,1725,8,0
2024-01-01 05:33:00,192.168.1.148,10.0.0.163,9203,443,TCP,9,2347,3,0
2024-01-01 05:34:00,192.168.1.252,10.0.0.240,49805,3389,TCP,14,4681,49,1
2024-01-01 05:35:00,192.168.1.187,10.0.0.70,56291,443,TCP,10,2882,4,0
2024-01-01 05:36:00,192.168.1.164,10.0.0.211,17867,445,TCP,11,4174,27,0
2024-01-01 05:37:00,192.168.1.147,10.0.0.158,24976,443,ICMP,11,3575,12,0
2024-01-01 05:38:00,192.168.1.90,10.0.0.199,54822,443,TCP,10,2756,7,0
2024-01-01 05:39:00,192.168.1.195,10.0.0.74,34184,443,TCP,7,2096,30,0
2024-01-01 05:40:00,192.168.1.147,10.0.0.233,45922,80,UDP,8,2425,18,0
2024-01-01 05:41:00,192.168.1.148,10.0.0.224,51963,3389,TCP,6,1581,15,1
2024-01-01 05:42:00,192.168.1.96,10.0.0.226,30540,80,TCP,13,3306,26,0
2024-01-01 05:43:00,192.168.1.199,10.0.0.63,57550,443,TCP,10,3350,20,0
2024-01-01 05:44:00,192.168.1.52,10.0.0.156,11473,443,TCP,12,4107,10,0
2024-01-01 05:45:00,192.168.1.233,10.0.0.60,51314,3389,UDP,11,3632,24,1
2024-01-01 05:46:00,192.168.1.161,10.0.0.79,62176,53,TCP,8,3006,33,0
2024-01-01 05:47:00,192.168.1.168,10.0.0.222,22149,8080,UDP,6,1637,1,0
2024-01-01 05:48:00,192.168.1.128,10.0.0.37,8442,8080,TCP,9,3453,18,0
2024-01-01 05:49:00,192.168.1.39,10.0.0.221,23770,80,TCP,14,3569,1,0
2024-01-01 05:50:00,192.168.1.82,10.0.0.22,3478,80,UDP,10,2493,6,0
2024-01-01 05:51:00,192.168.1.104,10.0.0.196,59834,3389,TCP,12,2544,24,1
2024-01-01 05:52:00,192.168.1.129,10.0.0.148,53850,443,TCP,5,1388,60,0
2024-01-01 05:53:00,192.168.1.11,10.0.0.96,18785,443,TCP,11,3022,64,0
2024-01-01 05:54:00,192.168.1.220,10.0.0.228,16247,22,TCP,6,1957,2,0
2024-01-01 05:55:00,192.168.1.185,10.0.0.242,7725,443,TCP,16,4995,16,0
2024-01-01 05:56:00,192.168.1.217,10.0.0.68,3621,22,TCP,13,3124,26,0
2024-01-01 05:57:00,192.168.1.178,10.0.0.219,1165,445,TCP,13,3644,4,0
2024-01-01 05:58:00,192.168.1.151,10.0.0.192,3683,80,TCP,11,3095,43,0
2024-01-01 05:59:00,192.168.1.159,10.0.0.17,22004,443,ICMP,8,1689,40,0
2024-01-01 06:00:00,192.168.1.222,10.0.0.12,10055,22,TCP,10,2509,70,0
2024-01-01 06:01:00,192.168.1.42,10.0.0.150,16061,3389,UDP,9,2353,1,1
2024-01-01 06:02:00,192.168.1.99,10.0.0.145,61986,443,TCP,9,3345,7,0
2024-01-01 06:03:00,192.168.1.7,10.0.0.138,47762,445,TCP,15,4643,52,0
2024-01-01 06:04:00,192.168.1.252,10.0.0.118,39453,445,UDP,9,2997,33,0
2024-01-01 06:05:00,192.168.1.144,10.0.0.193,7166,443,TCP,11,2475,67,0
2024-01-01 06:06:00,192.168.1.90,10.0.0.22,13133,445,TCP,16,5755,1,0
2024-01-01 06:07:00,192.168.1.112,10.0.0.218,23034,445,TCP,17,6205,27,0
2024-01-01 06:08:00,192.168.1.249,10.0.0.120,9811,53,TCP,11,2200,25,0
2024-01-01 06:09:00,192.168.1.244,10.0.0.251,43888,53,TCP,15,3971,1,0
2024-01-01 06:10:00,192.168.1.60,10.0.0.210,9496,80,TCP,6,1948,21,0
2024-01-01 06:11:00,192.168.1.113,10.0.0.50,50599,443,UDP,14,4651,28,0
2024-01-01 06:12:00,192.168.1.2,10.0.0.14,24407,80,TCP,6,1596,6,0
2024-01-01 06:13:00,192.168.1.129,10.0.0.192,62733,80,ICMP,11,3131,9,0
2024-01-01 06:14:00,192.168.1.48,10.0.0.175,5273,445,ICMP,8,2161,30,0
2024-01-01 06:15:00,192.168.1.254,10.0.0.29,48741,443,TCP,9,2749,18,0
2024-01-01 06:16:00,192.168.1.140,10.0.0.204,35542,8080,TCP,10,3598,58,0
2024-01-01 06:17:00,192.168.1.197,10.0.0.164,54933,53,UDP,15,3921,12,0
2024-01-01 06:18:00,192.168.1.37,10.0.0.251,19375,445,ICMP,12,4200,9,0
2024-01-01 06:19:00,192.168.1.160,10.0.0.227,5112,445,TCP,7,1826,125,0
2024-01-01 06:20:00,192.168.1.251,10.0.0.180,54354,80,TCP,12,3091,72,0
2024-01-01 06:21:00,192.168.1.247,10.0.0.125,57965,22,TCP,9,3068,1,0
2024-01-01 06:22:00,192.168.1.9,10.0.0.204,16306,443,TCP,13,4499,44,0
2024-01-01 06:23:00,192.168.1.233,10.0.0.7,20354,80,TCP,11,3768,3,0
2024-01-01 06:24:00,192.168.1.99,10.0.0.29,43433,22,TCP,8,1873,1,0
2024-01-01 06:25:00,192.168.1.147,10.0.0.139,22802,443,TCP,5,1383,9,0
2024-01-01 06:26:00,192.168.1.48,10.0.0.33,25288,8080,TCP,7,2388,9,0
2024-01-01 06:27:00,192.168.1.208,10.0.0.134,60699,443,TCP,15,4531,51,0
2024-01-01 06:28:00,192.168.1.131,10.0.0.111,6099,443,TCP,12,2955,37,0
2024-01-01 06:29:00,192.168.1.148,10.0.0.79,11436,3389,TCP,11,3552,119,1
2024-01-01 06:30:00,192.168.1.152,10.0.0.160,49478,80,TCP,13,3435,37,0
2024-01-01 06:31:00,192.168.1.54,10.0.0.179,29389,22,TCP,12,4676,16,0
2024-01-01 06:32:00,192.168.1.120,10.0.0.203,8254,8080,TCP,14,5281,36,0
2024-01-01 06:33:00,192.168.1.161,10.0.0.58,49224,443,TCP,11,3632,225,0
2024-01-01 06:34:00,192.168.1.152,10.0.0.215,12026,8080,ICMP,10,3680,37,0
2024-01-01 06:35:00,192.168.1.116,10.0.0.26,14971,22,TCP,10,3032,43,0
2024-01-01 06:36:00,192.168.1.75,10.0.0.226,14710,53,TCP,10,3382,83,0
2024-01-01 06:37:00,192.168.1.113,10.0.0.174,30328,443,TCP,13,4860,3,0
2024-01-01 06:38:00,192.168.1.200,10.0.0.226,51707,443,ICMP,7,2185,36,0
2024-01-01 06:39:00,192.168.1.164,10.0.0.29,14098,443,TCP,13,3734,57,0
2024-01-01 06:40:00,192.168.1.166,10.0.0.4,53166,445,TCP,10,2147,92,0
2024-01-01 06:41:00,192.168.1.104,10.0.0.209,57331,443,TCP,8,2366,7,0
2024-01-01 06:42:00,192.168.1.84,10.0.0.99,5517,443,TCP,7,2388,21,0
2024-01-01 06:43:00,192.168.1.254,10.0.0.141,59511,445,TCP,13,4514,34,0
2024-01-01 06:44:00,192.168.1.227,10.0.0.233,51109,8080,TCP,8,2601,8,0
2024-01-01 06:45:00,192.168.1.112,10.0.0.39,35252,443,TCP,9,2456,27,0
2024-01-01 06:46:00,192.168.1.254,10.0.0.15,15164,8080,TCP,12,2413,8,0
2024-01-01 06:47:00,192.168.1.217,10.0.0.119,52899,443,TCP,14,3853,12,0
2024-01-01 06:48:00,192.168.1.99,10.0.0.29,32679,80,TCP,6,1708,17,0
2024-01-01 06:49:00,192.168.1.153,10.0.0.157,44496,443,UDP,13,3696,22,0
2024-01-01 06:50:00,192.168.1.93,10.0.0.75,50461,445,TCP,8,2647,17,0
2024-01-01 06:51:00,192.168.1.146,10.0.0.116,50440,445,UDP,10,3992,20,0
2024-01-01 06:52:00,192.168.1.128,10.0.0.32,60735,443,TCP,11,3367,10,0
2024-01-01 06:53:00,192.168.1.110,10.0.0.130,7840,443,TCP,17,4915,5,0
2024-01-01 06:54:00,192.168.1.82,10.0.0.175,12663,80,TCP,19,5453,1,0
2024-01-01 06:55:00,192.168.1.194,10.0.0.206,65331,445,ICMP,10,3062,6,0
2024-01-01 06:56:00,192.168.1.54,10.0.0.84,48216,445,TCP,9,2327,26,0
2024-01-01 06:57:00,192.168.1.163,10.0.0.22,47757,443,TCP,9,2754,46,0
2024-01-01 06:58:00,192.168.1.208,10.0.0.203,63690,53,TCP,12,3870,5,0
2024-01-01 06:59:00,192.168.1.189,10.0.0.27,30516,8080,TCP,14,4346,3,0
2024-01-01 07:00:00,192.168.1.169,10.0.0.195,51938,443,TCP,11,3551,41,1
2024-01-01 07:01:00,192.168.1.228,10.0.0.81,12264,80,TCP,9,2895,10,0
2024-01-01 07:02:00,192.168.1.161,10.0.0.126,33722,443,TCP,8,1691,90,1
2024-01-01 07:03:00,192.168.1.68,10.0.0.236,27981,3389,TCP,7,2322,37,1
2024-01-01 07:04:00,192.168.1.33,10.0.0.184,60637,3389,TCP,12,3197,11,1
2024-01-01 07:05:00,192.168.1.142,10.0.0.92,33832,443,TCP,14,3432,10,0
2024-01-01 07:06:00,192.168.1.21,10.0.0.221,6851,445,TCP,10,2447,22,0
2024-01-01 07:07:00,192.168.1.48,10.0.0.21,33786,80,TCP,5,1608,2,0
2024-01-01 07:08:00,192.168.1.148,10.0.0.47,9283,443,TCP,9,2599,3,0
2024-01-01 07:09:00,192.168.1.248,10.0.0.208,51163,3389,TCP,9,1943,5,1
2024-01-01 07:10:00,192.168.1.128,10.0.0.101,64263,3389,ICMP,13,4210,44,1
2024-01-01 07:11:00,192.168.1.136,10.0.0.187,15873,443,ICMP,7,1596,21,0
2024-01-01 07:12:00,192.168.1.135,10.0.0.84,17256,443,UDP,12,3683,1,0
2024-01-01 07:13:00,192.168.1.195,10.0.0.6,41596,80,TCP,10,3119,33,0
2024-01-01 07:14:00,192.168.1.145,10.0.0.147,25197,443,TCP,9,3098,16,0
2024-01-01 07:15:00,192.168.1.128,10.0.0.185,55893,443,TCP,12,4669,21,0
2024-01-01 07:16:00,192.168.1.33,10.0.0.197,62376,80,TCP,6,1390,7,1
2024-01-01 07:17:00,192.168.1.176,10.0.0.131,64119,8080,TCP,8,2379,24,0
2024-01-01 07:18:00,192.168.1.204,10.0.0.251,53374,443,UDP,8,2289,116,0
2024-01-01 07:19:00,192.168.1.187,10.0.0.1,6398,3389,UDP,14,4503,2,1
2024-01-01 07:20:00,192.168.1.115,10.0.0.58,22198,53,UDP,13,4040,10,0
2024-01-01 07:21:00,192.168.1.214,10.0.0.124,24591,80,TCP,19,5365,8,0
2024-01-01 07:22:00,192.168.1.119,10.0.0.166,36316,22,TCP,12,3335,8,0
2024-01-01 07:23:00,192.168.1.22,10.0.0.15,10301,8080,TCP,10,2441,14,0
2024-01-01 07:24:00,192.168.1.238,10.0.0.162,32624,443,TCP,6,2096,51,0
2024-01-01 07:25:00,192.168.1.158,10.0.0.189,52655,3389,TCP,11,3552,73,1
2024-01-01 07:26:00,192.168.1.38,10.0.0.163,10909,53,TCP,17,5880,6,0
2024-01-01 07:27:00,192.168.1.230,10.0.0.64,60683,53,TCP,8,2275,23,0
2024-01-01 07:28:00,192.168.1.109,10.0.0.241,55330,445,TCP,10,2671,30,0
2024-01-01 07:29:00,192.168.1.51,10.0.0.25,1802,443,TCP,13,3199,22,0
2024-01-01 07:30:00,192.168.1.182,10.0.0.24,30189,443,UDP,12,3815,17,0
2024-01-01 07:31:00,192.168.1.8,10.0.0.12,59953,443,TCP,9,2232,6,0
2024-01-01 07:32:00,192.168.1.27,10.0.0.18,2516,80,UDP,18,7063,20,0
2024-01-01 07:33:00,192.168.1.27,10.0.0.15,31486,443,TCP,9,2111,15,0
2024-01-01 07:34:00,192.168.1.226,10.0.0.236,50836,443,TCP,9,2823,47,0
2024-01-01 07:35:00,192.168.1.21,10.0.0.208,51524,445,TCP,9,3405,43,0
2024-01-01 07:36:00,192.168.1.30,10.0.0.27,14639,443,TCP,10,3299,4,0
2024-01-01 07:37:00,192.168.1.97,10.0.0.72,59667,443,ICMP,11,3396,2,0
2024-01-01 07:38:00,192.168.1.28,10.0.0.60,45924,443,TCP,7,1761,71,0
2024-01-01 07:39:00,192.168.1.111,10.0.0.174,43970,80,TCP,2,461,23,0
2024-01-01 07:40:00,192.168.1.192,10.0.0.217,8875,22,TCP,8,2708,58,0
2024-01-01 07:41:00,192.168.1.225,10.0.0.145,17312,443,UDP,10,3753,1,0
2024-01-01 07:42:00,192.168.1.197,10.0.0.93,8180,80,TCP,14,3892,22,0
2024-01-01 07:43:00,192.168.1.252,10.0.0.53,3068,443,UDP,8,1944,23,0
2024-01-01 07:44:00,192.168.1.61,10.0.0.8,8392,445,TCP,9,1593,59,0
2024-01-01 07:45:00,192.168.1.48,10.0.0.79,20924,445,TCP,12,3011,3,0
2024-01-01 07:46:00,192.168.1.147,10.0.0.27,31624,3389,TCP,11,3237,8,1
2024-01-01 07:47:00,192.168.1.4,10.0.0.174,47427,80,TCP,7,2659,15,0
2024-01-01 07:48:00,192.168.1.35,10.0.0.50,26658,445,TCP,16,5338,60,0
2024-01-01 07:49:00,192.168.1.192,10.0.0.244,10192,445,UDP,12,3783,83,0
2024-01-01 07:50:00,192.168.1.49,10.0.0.199,21985,80,TCP,6,1679,147,0
2024-01-01 07:51:00,192.168.1.17,10.0.0.131,50903,8080,TCP,8,2166,95,0
2024-01-01 07:52:00,192.168.1.172,10.0.0.93,60895,443,TCP,9,3332,1,0
2024-01-01 07:53:00,192.168.1.220,10.0.0.192,45120,53,TCP,11,3410,1,0
2024-01-01 07:54:00,192.168.1.158,10.0.0.172,47111,445,TCP,8,1558,4,0
2024-01-01 07:55:00,192.168.1.221,10.0.0.181,24876,22,TCP,14,3728,12,0
2024-01-01 07:56:00,192.168.1.46,10.0.0.24,34134,445,TCP,8,2056,53,0
2024-01-01 07:57:00,192.168.1.117,10.0.0.60,33198,443,TCP,9,2454,66,0
2024-01-01 07:58:00,192.168.1.6,10.0.0.122,35239,445,TCP,11,3609,6,0
2024-01-01 07:59:00,192.168.1.99,10.0.0.131,27979,443,TCP,7,2062,29,0
2024-01-01 08:00:00,192.168.1.124,10.0.0.148,7605,53,TCP,13,3850,74,0
2024-01-01 08:01:00,192.168.1.233,10.0.0.46,45643,80,TCP,5,1828,18,0
2024-01-01 08:02:00,192.168.1.37,10.0.0.15,7341,443,TCP,11,2916,3,0
2024-01-01 08:03:00,192.168.1.24,10.0.0.153,65070,80,UDP,12,4718,18,0
2024-01-01 08:04:00,192.168.1.93,10.0.0.222,50702,445,UDP,8,2131,14,0
2024-01-01 08:05:00,192.168.1.241,10.0.0.206,43880,53,TCP,7,2131,25,0
2024-01-01 08:06:00,192.168.1.46,10.0.0.199,46738,445,TCP,15,4289,17,0
2024-01-01 08:07:00,192.168.1.181,10.0.0.17,27673,445,UDP,9,2755,1,0
2024-01-01 08:08:00,192.168.1.95,10.0.0.126,63283,80,UDP,11,3544,153,0
2024-01-01 08:09:00,192.168.1.99,10.0.0.236,24156,443,UDP,5,1608,23,0
2024-01-01 08:10:00,192.168.1.188,10.0.0.84,17813,80,TCP,13,3410,19,0
2024-01-01 08:11:00,192.168.1.225,10.0.0.228,15591,80,TCP,13,3170,92,0
2024-01-01 08:12:00,192.168.1.116,10.0.0.9,15892,80,UDP,11,4676,5,0
2024-01-01 08:13:00,192.168.1.191,10.0.0.166,25394,443,TCP,11,3033,6,0
2024-01-01 08:14:00,192.168.1.253,10.0.0.176,43557,443,TCP,8,2679,49,1
2024-01-01 08:15:00,192.168.1.213,10.0.0.249,31507,80,TCP,4,878,9,0
2024-01-01 08:16:00,192.168.1.160,10.0.0.188,62968,80,TCP,10,2860,48,0
2024-01-01 08:17:00,192.168.1.215,10.0.0.63,53916,80,TCP,10,2936,9,0
2024-01-01 08:18:00,192.168.1.161,10.0.0.214,13490,445,TCP,9,2912,1,0
2024-01-01 08:19:00,192.168.1.67,10.0.0.246,29827,8080,TCP,14,2294,21,0
2024-01-01 08:20:00,192.168.1.128,10.0.0.245,19254,445,TCP,9,2774,6,0
2024-01-01 08:21:00,192.168.1.18,10.0.0.117,18886,443,TCP,4,970,42,0
2024-01-01 08:22:00,192.168.1.25,10.0.0.130,44379,443,TCP,4,1264,30,0
2024-01-01 08:23:00,192.168.1.234,10.0.0.88,32283,8080,TCP,11,2730,77,0
2024-01-01 08:24:00,192.168.1.223,10.0.0.72,34563,443,TCP,13,3343,45,0
2024-01-01 08:25:00,192.168.1.54,10.0.0.139,22933,443,UDP,12,3435,5,0
2024-01-01 08:26:00,192.168.1.58,10.0.0.64,31819,80,TCP,6,1484,48,0
2024-01-01 08:27:00,192.168.1.67,10.0.0.205,50092,80,TCP,9,2486,30,0
2024-01-01 08:28:00,192.168.1.104,10.0.0.209,9794,443,TCP,10,2403,33,0
2024-01-01 08:29:00,192.168.1.174,10.0.0.72,12117,443,UDP,9,1875,53,0
2024-01-01 08:30:00,192.168.1.24,10.0.0.21,47595,3389,TCP,14,4912,25,1
2024-01-01 08:31:00,192.168.1.114,10.0.0.18,1217,80,TCP,6,1411,18,0
2024-01-01 08:32:00,192.168.1.32,10.0.0.222,35799,80,TCP,7,2037,30,0
2024-01-01 08:33:00,192.168.1.175,10.0.0.64,18593,53,TCP,6,2025,10,0
2024-01-01 08:34:00,192.168.1.86,10.0.0.82,52570,80,UDP,14,3769,6,0
2024-01-01 08:35:00,192.168.1.151,10.0.0.110,12214,443,UDP,12,3104,28,0
2024-01-01 08:36:00,192.168.1.194,10.0.0.239,63848,445,TCP,13,4047,7,0
2024-01-01 08:37:00,192.168.1.127,10.0.0.95,43776,80,TCP,13,4626,2,0
2024-01-01 08:38:00,192.168.1.155,10.0.0.166,33351,80,TCP,16,3864,1,0
2024-01-01 08:39:00,192.168.1.234,10.0.0.32,43094,443,TCP,10,2924,28,0
2024-01-01 08:40:00,192.168.1.130,10.0.0.11,21413,443,TCP,13,2773,13,0
2024-01-01 08:41:00,192.168.1.218,10.0.0.45,41221,443,TCP,6,1682,41,0
2024-01-01 08:42:00,192.168.1.17,10.0.0.217,3285,53,TCP,13,3922,14,0
2024-01-01 08:43:00,192.168.1.104,10.0.0.33,53912,80,TCP,10,2572,19,0
2024-01-01 08:44:00,192.168.1.161,10.0.0.252,29393,443,UDP,14,3880,15,0
2024-01-01 08:45:00,192.168.1.137,10.0.0.102,27536,443,TCP,14,3214,31,0
2024-01-01 08:46:00,192.168.1.43,10.0.0.169,7740,80,UDP,7,2126,13,0
2024-01-01 08:47:00,192.168.1.246,10.0.0.136,22283,443,TCP,8,2822,99,0
2024-01-01 08:48:00,192.168.1.176,10.0.0.11,29957,443,TCP,3,735,82,0
2024-01-01 08:49:00,192.168.1.39,10.0.0.214,42713,443,TCP,13,3495,56,0
2024-01-01 08:50:00,192.168.1.221,10.0.0.179,5402,80,TCP,7,2275,75,0
2024-01-01 08:51:00,192.168.1.170,10.0.0.88,41607,443,TCP,10,3606,17,0
2024-01-01 08:52:00,192.168.1.247,10.0.0.41,47570,443,TCP,9,2028,23,0
2024-01-01 08:53:00,192.168.1.26,10.0.0.145,20859,53,ICMP,11,3207,40,0
2024-01-01 08:54:00,192.168.1.99,10.0.0.76,30057,80,TCP,6,1884,35,0
2024-01-01 08:55:00,192.168.1.50,10.0.0.121,25024,443,TCP,9,2654,66,0
2024-01-01 08:56:00,192.168.1.153,10.0.0.46,46520,443,UDP,11,1937,37,0
2024-01-01 08:57:00,192.168.1.152,10.0.0.160,11356,8080,TCP,6,1950,184,0
2024-01-01 08:58:00,192.168.1.13,10.0.0.207,43628,443,TCP,11,4135,12,0
2024-01-01 08:59:00,192.168.1.60,10.0.0.80,3824,3389,TCP,10,3058,53,1
2024-01-01 09:00:00,192.168.1.250,10.0.0.54,30562,8080,UDP,7,1739,35,0
2024-01-01 09:01:00,192.168.1.135,10.0.0.86,31143,445,ICMP,11,3017,35,0
2024-01-01 09:02:00,192.168.1.57,10.0.0.92,9357,443,ICMP,11,4273,11,0
2024-01-01 09:03:00,192.168.1.36,10.0.0.148,6434,443,TCP,11,3800,46,0
2024-01-01 09:04:00,192.168.1.173,10.0.0.161,18863,53,UDP,11,3652,69,0
2024-01-01 09:05:00,192.168.1.20,10.0.0.202,57068,445,TCP,9,2860,7,0
2024-01-01 09:06:00,192.168.1.65,10.0.0.168,64339,445,TCP,10,2669,29,0
2024-01-01 09:07:00,192.168.1.8,10.0.0.160,31543,443,TCP,8,2319,14,0
2024-01-01 09:08:00,192.168.1.238,10.0.0.242,6832,80,TCP,6,1776,136,0
2024-01-01 09:09:00,192.168.1.144,10.0.0.252,7820,443,ICMP,13,4257,19,0
2024-01-01 09:10:00,192.168.1.142,10.0.0.97,22204,8080,UDP,13,4880,7,0
2024-01-01 09:11:00,192.168.1.204,10.0.0.2,55269,443,TCP,11,3915,14,0
2024-01-01 09:12:00,192.168.1.115,10.0.0.225,44080,443,TCP,7,1603,31,0
2024-01-01 09:13:00,192.168.1.215,10.0.0.33,18733,53,TCP,6,1867,2,0
2024-01-01 09:14:00,192.168.1.143,10.0.0.233,55152,443,UDP,8,2694,27,0
2024-01-01 09:15:00,192.168.1.92,10.0.0.205,59581,445,TCP,7,2316,80,0
2024-01-01 09:16:00,192.168.1.98,10.0.0.158,18567,443,TCP,18,4833,56,1
2024-01-01 09:17:00,192.168.1.66,10.0.0.161,38442,443,TCP,9,4011,2,0
2024-01-01 09:18:00,192.168.1.32,10.0.0.77,30099,443,TCP,11,2597,150,0
2024-01-01 09:19:00,192.168.1.215,10.0.0.116,38779,8080,TCP,8,1966,35,0
2024-01-01 09:20:00,192.168.1.191,10.0.0.154,48992,80,UDP,11,3428,5,0
2024-01-01 09:21:00,192.168.1.86,10.0.0.150,38489,80,TCP,12,4870,1,0
2024-01-01 09:22:00,192.168.1.51,10.0.0.103,31526,445,TCP,12,3098,5,0
2024-01-01 09:23:00,192.168.1.153,10.0.0.194,17748,80,TCP,17,4874,54,0
2024-01-01 09:24:00,192.168.1.186,10.0.0.166,4852,443,TCP,11,3892,1,0
2024-01-01 09:25:00,192.168.1.63,10.0.0.103,52144,443,ICMP,17,5084,7,0
2024-01-01 09:26:00,192.168.1.190,10.0.0.90,18111,443,TCP,8,2266,42,0
2024-01-01 09:27:00,192.168.1.125,10.0.0.174,13629,443,TCP,9,2954,26,0
2024-01-01 09:28:00,192.168.1.150,10.0.0.122,32361,80,TCP,8,2509,45,0
2024-01-01 09:29:00,192.168.1.58,10.0.0.242,6506,443,TCP,7,2460,41,1
2024-01-01 09:30:00,192.168.1.58,10.0.0.143,28029,443,TCP,9,3281,1,0
2024-01-01 09:31:00,192.168.1.86,10.0.0.226,23784,3389,TCP,14,4414,66,1
2024-01-01 09:32:00,192.168.1.49,10.0.0.106,51976,80,TCP,5,1572,7,0
2024-01-01 09:33:00,192.168.1.180,10.0.0.119,6487,443,TCP,12,3728,24,0
2024-01-01 09:34:00,192.168.1.170,10.0.0.172,47652,80,TCP,5,1622,31,0
2024-01-01 09:35:00,192.168.1.70,10.0.0.49,5936,443,TCP,7,2119,5,0
2024-01-01 09:36:00,192.168.1.15,10.0.0.104,5672,80,TCP,13,3899,112,0
2024-01-01 09:37:00,192.168.1.54,10.0.0.203,34647,80,TCP,6,2158,20,0
2024-01-01 09:38:00,192.168.1.235,10.0.0.61,60180,53,UDP,9,3382,1,0
2024-01-01 09:39:00,192.168.1.188,10.0.0.195,36658,443,UDP,6,1347,83,0
2024-01-01 09:40:00,192.168.1.101,10.0.0.123,45626,445,TCP,15,4507,26,0
2024-01-01 09:41:00,192.168.1.225,10.0.0.134,50086,445,TCP,7,1858,36,0
2024-01-01 09:42:00,192.168.1.8,10.0.0.9,50358,443,TCP,12,3413,22,0
2024-01-01 09:43:00,192.168.1.53,10.0.0.6,4136,80,TCP,8,2561,54,0
2024-01-01 09:44:00,192.168.1.60,10.0.0.73,23078,443,UDP,10,3334,1,1
2024-01-01 09:45:00,192.168.1.236,10.0.0.103,5516,8080,TCP,9,2649,9,0
2024-01-01 09:46:00,192.168.1.108,10.0.0.223,23231,443,TCP,6,1225,19,0
2024-01-01 09:47:00,192.168.1.5,10.0.0.160,16138,80,UDP,10,2517,2,1
2024-01-01 09:48:00,192.168.1.103,10.0.0.41,35309,443,UDP,9,3103,36,0
